,user_id,business_id,stars,name
0,59MxRhNVhU9MYndMkz0wtw,gebiRewfieSdtt17PTW6Zg,3,Hibachi Steak House & Sushi Bar
1,lUYboGI6aFbZ0dX27pijpA,gebiRewfieSdtt17PTW6Zg,1,Hibachi Steak House & Sushi Bar
2,SrfDRvGKI8FQq9LCr0dQuQ,gebiRewfieSdtt17PTW6Zg,3,Hibachi Steak House & Sushi Bar
3,SfMf7DEX7xT82OCcbZFsgQ,gebiRewfieSdtt17PTW6Zg,5,Hibachi Steak House & Sushi Bar
4,aH3AH7V9g60w4pt3LpJ1_Q,gebiRewfieSdtt17PTW6Zg,4,Hibachi Steak House & Sushi Bar
5,CRjU1H1pp2si4Qzta4AlTQ,gebiRewfieSdtt17PTW6Zg,3,Hibachi Steak House & Sushi Bar
6,rPm5hIHUDOWDzYRzKtsW9A,gebiRewfieSdtt17PTW6Zg,4,Hibachi Steak House & Sushi Bar
7,rrB_8jS1PAfx_kch6C2CBQ,gebiRewfieSdtt17PTW6Zg,1,Hibachi Steak House & Sushi Bar
8,u5grewPux9H8A54nJSvEXA,gebiRewfieSdtt17PTW6Zg,1,Hibachi Steak House & Sushi Bar
9,R3CB9TYXCXw2JfMTqJlSwQ,gebiRewfieSdtt17PTW6Zg,3,Hibachi Steak House & Sushi Bar
10,9q9vbiM-JwYXmNbVouvGOQ,gebiRewfieSdtt17PTW6Zg,5,Hibachi Steak House & Sushi Bar
11,phMzE96Herp41oBCxN95pw,gebiRewfieSdtt17PTW6Zg,2,Hibachi Steak House & Sushi Bar
12,Wm2VNSNKXilGrwApVpO0NQ,gebiRewfieSdtt17PTW6Zg,4,Hibachi Steak House & Sushi Bar
13,fvNmwPu0RU7Wcr1Z6gFhrQ,gebiRewfieSdtt17PTW6Zg,3,Hibachi Steak House & Sushi Bar
14,QliFgy1YkFPS2KHy5fv4nw,gebiRewfieSdtt17PTW6Zg,1,Hibachi Steak House & Sushi Bar
15,fM9kRHsWW-fhDRVIREqxMQ,gebiRewfieSdtt17PTW6Zg,3,Hibachi Steak House & Sushi Bar
16,9KYm5Y3u9MHzL55eFX_P7A,gebiRewfieSdtt17PTW6Zg,5,Hibachi Steak House & Sushi Bar
17,oVFyjvYeauuV4OFrmE_93g,gebiRewfieSdtt17PTW6Zg,4,Hibachi Steak House & Sushi Bar
18,2l0O1EI1m0yWjFo2zSt71w,gebiRewfieSdtt17PTW6Zg,4,Hibachi Steak House & Sushi Bar
19,JwBe3Yr6Z9JXHdCHT6n3rA,gebiRewfieSdtt17PTW6Zg,3,Hibachi Steak House & Sushi Bar
20,542ZVnqpmT2hKiR-YvRzpg,gebiRewfieSdtt17PTW6Zg,1,Hibachi Steak House & Sushi Bar
21,qaxtVO0uF16nlyQ1Nrdq0A,gebiRewfieSdtt17PTW6Zg,3,Hibachi Steak House & Sushi Bar
22,7mZCFtucZqrlNyBDWAohoQ,gebiRewfieSdtt17PTW6Zg,2,Hibachi Steak House & Sushi Bar
23,9qo0CsyzfBWl6WeWBA3mFw,gebiRewfieSdtt17PTW6Zg,3,Hibachi Steak House & Sushi Bar
24,jJIriBAK5tPMbM5U79-Ieg,gebiRewfieSdtt17PTW6Zg,4,Hibachi Steak House & Sushi Bar
25,q2JjoDtCADlvWIMzJHv5uQ,gebiRewfieSdtt17PTW6Zg,5,Hibachi Steak House & Sushi Bar
26,C_V0ewNdqdWcX49Iplia9A,gebiRewfieSdtt17PTW6Zg,4,Hibachi Steak House & Sushi Bar
27,TQ42P2aYySg7PMJi37okaA,gebiRewfieSdtt17PTW6Zg,4,Hibachi Steak House & Sushi Bar
28,95M2HwtVBesBgI1pHHUOog,gebiRewfieSdtt17PTW6Zg,4,Hibachi Steak House & Sushi Bar
29,xICu6QAG-MiwB1-KGk0K5Q,gebiRewfieSdtt17PTW6Zg,4,Hibachi Steak House & Sushi Bar
30,Z5wSVJOY5ibn5SjxmnVwSg,gebiRewfieSdtt17PTW6Zg,5,Hibachi Steak House & Sushi Bar
31,C66lT2Hghub3yu8exfZTgg,gebiRewfieSdtt17PTW6Zg,5,Hibachi Steak House & Sushi Bar
32,E6fZ-jKflrplvTeIfla6Ow,gebiRewfieSdtt17PTW6Zg,2,Hibachi Steak House & Sushi Bar
33,lw3U-2VDsibjc8ii0GJH5g,gebiRewfieSdtt17PTW6Zg,5,Hibachi Steak House & Sushi Bar
34,hisPIZFNgj4SxTFihJZOrQ,gebiRewfieSdtt17PTW6Zg,4,Hibachi Steak House & Sushi Bar
35,gbDHxP2SxF2OPFdAz2zbGw,gebiRewfieSdtt17PTW6Zg,4,Hibachi Steak House & Sushi Bar
36,ZndIna8-f9zeOZ-fBkO9Qw,gebiRewfieSdtt17PTW6Zg,5,Hibachi Steak House & Sushi Bar
37,H1B3oUh2K1hKWoMX0T_d5A,gebiRewfieSdtt17PTW6Zg,4,Hibachi Steak House & Sushi Bar
38,ZmMsjgNPBUIssAWshQi6KQ,gebiRewfieSdtt17PTW6Zg,3,Hibachi Steak House & Sushi Bar
39,e5hMU9T4XPWD5Q0IKS1R6A,gebiRewfieSdtt17PTW6Zg,5,Hibachi Steak House & Sushi Bar
40,PT3oqeCiYe22hCWgyliJig,gebiRewfieSdtt17PTW6Zg,1,Hibachi Steak House & Sushi Bar
41,Ss_YuaCEIhnkfFhs070YoA,gebiRewfieSdtt17PTW6Zg,2,Hibachi Steak House & Sushi Bar
42,PbhBGmoX9IbywdF_3LD3kw,gebiRewfieSdtt17PTW6Zg,4,Hibachi Steak House & Sushi Bar
43,jljr5EHTSuHai1TwQj74lw,gebiRewfieSdtt17PTW6Zg,1,Hibachi Steak House & Sushi Bar
44,8_-MLDyHBZ1-XGLrAhlDWg,gebiRewfieSdtt17PTW6Zg,1,Hibachi Steak House & Sushi Bar
45,WTeFORk_oG1X5N3LJmNS_A,gebiRewfieSdtt17PTW6Zg,5,Hibachi Steak House & Sushi Bar
46,Dt9gDZN5pO4xvu-wHnqBeg,gebiRewfieSdtt17PTW6Zg,1,Hibachi Steak House & Sushi Bar
47,UWBHKYRIouy8nRjcXcT1yw,gebiRewfieSdtt17PTW6Zg,5,Hibachi Steak House & Sushi Bar
48,YTBDH9fOY7pR5gG_eDqjFg,gebiRewfieSdtt17PTW6Zg,2,Hibachi Steak House & Sushi Bar
49,8tCVQKlVe8GR-FCnCrlV2g,gebiRewfieSdtt17PTW6Zg,4,Hibachi Steak House & Sushi Bar
50,dAvO7mEEAL_vk4Ot6Uf5cA,gebiRewfieSdtt17PTW6Zg,3,Hibachi Steak House & Sushi Bar
51,QKKQJAjPeumTSFwECLhs2w,gebiRewfieSdtt17PTW6Zg,3,Hibachi Steak House & Sushi Bar
52,6fYEfb5NV1W1oQiZIgisHQ,gebiRewfieSdtt17PTW6Zg,4,Hibachi Steak House & Sushi Bar
53,APBS6gpbA96QCXDJIxvw-A,gebiRewfieSdtt17PTW6Zg,1,Hibachi Steak House & Sushi Bar
54,Q7dxUgG_rNvojoo9he1YaA,gebiRewfieSdtt17PTW6Zg,2,Hibachi Steak House & Sushi Bar
55,RScVO94HmC0Bfe48ernf2w,gebiRewfieSdtt17PTW6Zg,4,Hibachi Steak House & Sushi Bar
56,EgZV4qBLISVDWFtvMcELsA,gebiRewfieSdtt17PTW6Zg,5,Hibachi Steak House & Sushi Bar
57,CDyzAXySydbbkqtgLZIbEg,gebiRewfieSdtt17PTW6Zg,5,Hibachi Steak House & Sushi Bar
58,0wpzTHitiT-wHoxqXLRTvQ,gebiRewfieSdtt17PTW6Zg,2,Hibachi Steak House & Sushi Bar
59,I2Hay4_RZh6Y6tuMwBQzEw,gebiRewfieSdtt17PTW6Zg,1,Hibachi Steak House & Sushi Bar
60,_YvcwWCOc1q8olhMVv_seA,gebiRewfieSdtt17PTW6Zg,5,Hibachi Steak House & Sushi Bar
61,B2BXjZ5YZ8XwahmNi08pHg,gebiRewfieSdtt17PTW6Zg,4,Hibachi Steak House & Sushi Bar
62,pr3PO71H9kXn5YEakHVV_A,gebiRewfieSdtt17PTW6Zg,5,Hibachi Steak House & Sushi Bar
63,JvatYc8Azygw9iRLAOe0pA,gebiRewfieSdtt17PTW6Zg,5,Hibachi Steak House & Sushi Bar
64,bgz1rpGTaQQiEXRSE_Rs0A,gebiRewfieSdtt17PTW6Zg,3,Hibachi Steak House & Sushi Bar
65,VhFv-TVcQgm4qdMjfYJlYw,gebiRewfieSdtt17PTW6Zg,5,Hibachi Steak House & Sushi Bar
66,Yl1RtrGQqfxIYON3RREolQ,gebiRewfieSdtt17PTW6Zg,3,Hibachi Steak House & Sushi Bar
67,6hXKlZRzTxOV3Z72VfUwlw,gebiRewfieSdtt17PTW6Zg,4,Hibachi Steak House & Sushi Bar
68,rwwvq0LWLW44GtF20SklBw,gebiRewfieSdtt17PTW6Zg,5,Hibachi Steak House & Sushi Bar
69,TaMcyPWOZ1L8odTq0p7srg,gebiRewfieSdtt17PTW6Zg,5,Hibachi Steak House & Sushi Bar
70,OdbAFlv0vw6DTuHX4FpXdg,gebiRewfieSdtt17PTW6Zg,2,Hibachi Steak House & Sushi Bar
71,dzZ7jClZzg8tcHXcxS19dg,gebiRewfieSdtt17PTW6Zg,4,Hibachi Steak House & Sushi Bar
72,6JDoqUtuH8fAuZ_8QZZ43A,gebiRewfieSdtt17PTW6Zg,3,Hibachi Steak House & Sushi Bar
73,fAGugbFWZ3ZXNEwcwTS6ug,gebiRewfieSdtt17PTW6Zg,5,Hibachi Steak House & Sushi Bar
74,ZBf36xVla8ME19_2xrP1xA,gebiRewfieSdtt17PTW6Zg,5,Hibachi Steak House & Sushi Bar
75,aMOQUtikM2CzotY9-FqkDg,gebiRewfieSdtt17PTW6Zg,3,Hibachi Steak House & Sushi Bar
76,cWair9Mq0wITn7zUH4MqcQ,gebiRewfieSdtt17PTW6Zg,4,Hibachi Steak House & Sushi Bar
77,GfBsimJ2ZSt2QcwoJXzdvg,gebiRewfieSdtt17PTW6Zg,2,Hibachi Steak House & Sushi Bar
78,mN0rPPhWcvwHt_X2v-mHzg,gebiRewfieSdtt17PTW6Zg,4,Hibachi Steak House & Sushi Bar
79,kyJs1h5bl3vBso8q7-RcLw,gebiRewfieSdtt17PTW6Zg,2,Hibachi Steak House & Sushi Bar
80,9doh_CzeWolMYQp0akUGMQ,gebiRewfieSdtt17PTW6Zg,2,Hibachi Steak House & Sushi Bar
81,mO74HGnbDWyyoI_rKsKd7w,gebiRewfieSdtt17PTW6Zg,5,Hibachi Steak House & Sushi Bar
82,1TorheZj-EjqKG1CLqloDA,gebiRewfieSdtt17PTW6Zg,3,Hibachi Steak House & Sushi Bar
83,YUaVupK4s4NIMzpJdk9vIQ,gebiRewfieSdtt17PTW6Zg,5,Hibachi Steak House & Sushi Bar
84,dt1ZPtLPlWikaNFTSaxzVQ,gebiRewfieSdtt17PTW6Zg,4,Hibachi Steak House & Sushi Bar
85,vqZcDl-JKw5TI8Rzq84OVA,gebiRewfieSdtt17PTW6Zg,4,Hibachi Steak House & Sushi Bar
86,LcVWPftC-Rgtx9bQ_bCgDw,gebiRewfieSdtt17PTW6Zg,1,Hibachi Steak House & Sushi Bar
87,HonL0SFvcacv7kDeV_RpBQ,gebiRewfieSdtt17PTW6Zg,4,Hibachi Steak House & Sushi Bar
88,8G_G3864kEDCNrDQQHIpkA,gebiRewfieSdtt17PTW6Zg,5,Hibachi Steak House & Sushi Bar
89,PKt2VqfupuIVdEM1gbNJ9g,gebiRewfieSdtt17PTW6Zg,1,Hibachi Steak House & Sushi Bar
90,jqK6qCGZplCEBNmp-G67lg,gebiRewfieSdtt17PTW6Zg,1,Hibachi Steak House & Sushi Bar
91,skvyjnux2bZTBCsIHRV4Sg,gebiRewfieSdtt17PTW6Zg,5,Hibachi Steak House & Sushi Bar
92,OhECKhQEexFypOMY6kypRw,vC2qm1y3Au5czBtbhc-DNw,4,Sushi Teri
93,SVywIrtEdtIeGmq_OGl2iw,vC2qm1y3Au5czBtbhc-DNw,4,Sushi Teri
94,q99qZRwCLHek_5wWn_xKYw,vC2qm1y3Au5czBtbhc-DNw,4,Sushi Teri
95,qmjzi4DQ3k5-FitKU7dWdQ,vC2qm1y3Au5czBtbhc-DNw,5,Sushi Teri
96,ROiDXO4799wR54Z0_HAQ9w,vC2qm1y3Au5czBtbhc-DNw,5,Sushi Teri
97,zSUVQUKLoh8XNbUaD0PqPg,vC2qm1y3Au5czBtbhc-DNw,5,Sushi Teri
98,_yKRCzoFz1lRpJsY2eIUUw,vC2qm1y3Au5czBtbhc-DNw,1,Sushi Teri
99,y6Y-u9WnmOriwsL4_PMtIg,vC2qm1y3Au5czBtbhc-DNw,4,Sushi Teri
100,q20A17Oy-SlmZTdTAK_Mxw,vC2qm1y3Au5czBtbhc-DNw,2,Sushi Teri
101,vUREIpnIsiWm25bUzf4MSg,vC2qm1y3Au5czBtbhc-DNw,5,Sushi Teri
102,rK2ActHP2TYBb--nxN3Ijw,vC2qm1y3Au5czBtbhc-DNw,5,Sushi Teri
103,Cj_z5Ru9BHA-rT6GWuzSbQ,vC2qm1y3Au5czBtbhc-DNw,2,Sushi Teri
104,fhUvwCy8NK-4z7jXYdSeuQ,vC2qm1y3Au5czBtbhc-DNw,5,Sushi Teri
105,tRmrA6dvbwEpoEfzuaCgSA,vC2qm1y3Au5czBtbhc-DNw,3,Sushi Teri
106,632WTLzDFvamty3ZpQECGw,vC2qm1y3Au5czBtbhc-DNw,1,Sushi Teri
